Marca;MARCA;MODELO;Ventas total;Precio;range km;tiempo;kWh;eficiencia Wh/km;cargarapida km/h;velocidadmax km/h;Segment_num;marketsegment;personas;towingcapacity;motor;url
7;MERCEDES;EQA 250;2647;52899;355;8.9;66.5;187;510;160;3;C;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1147/7-EQA-250
3;TESLA;MODEL Y LONG RANGE DUAL MOTOR;9144;66995;435;5.0;75.0;172;600;217;4;D;5;1600;Battery Electric Vehicle ;https://ev-database.org/car/1619/3-Model-Y-Long-Range-Dual-Motor
9;SKODA;ENYAQ IV 80;1043;50590;420;8.6;77.0;183;530;160;3;C;5;1000;Battery Electric Vehicle ;https://ev-database.org/car/1280/9-Enyaq-iV-80
6;KIA;EV6 LONG RANGE 2WD;5185;52695;400;7.3;72.5;181;1050;185;3;C;5;1600;Battery Electric Vehicle ;https://ev-database.org/car/1481/6-EV6-Long-Range-2WD
4;BMW;IX XDRIVE50;3393;107539;505;4.6;105.2;208;620;200;5;E;5;2500;Battery Electric Vehicle ;https://ev-database.org/car/1473/4-iX-xDrive50
4;BMW;I4 M50;3393;73429;435;3.9;80.7;186;600;225;4;D;5;1600;Battery Electric Vehicle ;https://ev-database.org/car/1519/4-i4-M50
10;NISSAN;ARIYA 87KWH;6643;56390;445;7.6;87.0;196;530;160;3;C;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1302/10-Ariya-87kWh
11;RENAULT;MEGANE E-TECH EV60 220HP;11003;39990;360;7.5;60.0;167;520;160;3;C;5;900;Battery Electric Vehicle ;https://ev-database.org/car/1521/11-Megane-E-Tech-EV60-220hp
4;BMW;I3 120 AH;3393;39939;235;7.3;37.9;161;270;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1145/4-i3-120-Ah
7;MERCEDES;EQS 580 4MATIC;2647;15749;610;4.3;107.8;177;800;210;6;F;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1484/7-EQS-580-4MATIC
12;HONDA;E;202;36160;170;9.0;28.5;168;190;145;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1171/12-e
6;KIA;E-NIRO 64 KWH;5185;38995;370;7.8;64.0;173;350;167;3;C;5;1134;Battery Electric Vehicle ;https://ev-database.org/car/1338/6-e-Niro-64-kWh
3;TESLA;MODEL S PLAID;9144;15000;560;2.1;95.0;170;780;322;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1405/3-Model-S-Plaid
7;MERCEDES;EQE 350+;2647;75000;545;6.0;90.6;166;690;160;5;E;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1538/7-EQE-350plus
3;TESLA;MODEL Y PERFORMANCE;9144;71005;415;3.7;75.0;181;580;250;4;D;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1183/3-Model-Y-Performance
11;RENAULT;ZOE ZE50 R110;11003;33490;315;11.4;52.0;165;230;135;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1164/11-Zoe-ZE50-R110
13;SUBARU;SOLTERRA AWD;0;55000;375;7.7;71.4;190;490;160;4;D;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1567/13-Solterra-AWD
14;AUDI;Q4 E-TRON 40;1352;54160;405;8.5;76.6;189;510;160;3;C;5;1000;Battery Electric Vehicle ;https://ev-database.org/car/1490/14-Q4-e-tron-40
3;TESLA;MODEL S LONG RANGE;9144;115000;585;3.2;95.0;162;810;250;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1404/3-Model-S-Long-Range
6;KIA;EV6 LONG RANGE AWD;5185;55195;390;5.2;72.5;186;1020;185;3;C;5;1600;Battery Electric Vehicle ;https://ev-database.org/car/1482/6-EV6-Long-Range-AWD
15;PEUGEOT;E-2008 SUV;5323;35530;255;8.5;45.0;176;410;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1584/15-e-2008-SUV
16;LIGHTYEAR;ONE;0;150000;575;10.0;60.0;104;540;150;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1166/16-One
15;PEUGEOT;E-208;5323;30450;285;8.1;45.0;158;460;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1583/15-e-208
17;FIAT;500E HATCHBACK 42 KWH;1960;30900;235;9.0;37.3;159;390;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1285/17-500e-Hatchback-42-kWh
14;AUDI;E-TRON GT RS;1352;148420;405;3.3;85.0;210;1000;250;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1153/14-e-tron-GT-RS
18;MAZDA;MX-30;445;33140;170;9.7;30.0;176;180;140;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1241/18-MX-30
4;BMW;IX XDRIVE40;3393;87330;350;6.1;71.0;203;470;200;5;E;5;2500;Battery Electric Vehicle ;https://ev-database.org/car/1472/4-iX-xDrive40
7;MERCEDES;EQB 350 4MATIC;2647;66935;330;6.2;66.5;202;470;160;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1493/7-EQB-350-4MATIC
8;POLESTAR;2 LONG RANGE SINGLE MOTOR;0;49900;425;7.4;75.0;176;550;160;4;D;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1487/8-2-Long-Range-Single-Motor
7;MERCEDES;EQC 400 4MATIC;2647;72006;370;5.1;80.0;216;440;180;4;D;5;1800;Battery Electric Vehicle ;https://ev-database.org/car/1337/7-EQC-400-4MATIC
19;VOLVO;C40 RECHARGE TWIN PURE ELECTRIC;459;56495;350;4.7;75.0;214;450;180;3;C;5;1800;Battery Electric Vehicle ;https://ev-database.org/car/1421/19-C40-Recharge-Twin-Pure-Electric
20;AIWAYS;U5;13;35993;330;7.5;63.0;191;340;150;3;C;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1261/20-U5
4;BMW;IX3;3393;69333;385;6.8;74.0;192;520;180;4;D;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1535/4-iX3
21;TOYOTA;BZ4X FWD;342;48000;380;8.4;71.4;188;490;160;4;D;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1564/21-bZ4X-FWD
9;SKODA;ENYAQ IV 60;1043;43690;330;8.7;58.0;176;460;160;3;C;5;1000;Battery Electric Vehicle ;https://ev-database.org/car/1279/9-Enyaq-iV-60
19;VOLVO;XC40 RECHARGE PURE ELECTRIC;459;44995;315;7.4;67.0;213;400;160;3;C;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1592/19-XC40-Recharge-Pure-Electric
22;OPEL;CORSA-E;2141;31599;285;8.1;45.0;158;460;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1585/22-Corsa-e
10;NISSAN;LEAF E+;6643;40290;340;6.9;59.0;174;380;157;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1657/10-Leaf-eplus
9;SKODA;ENYAQ COUPE IV RS;1043;57000;410;6.5;77.0;188;570;180;3;C;5;1200;Battery Electric Vehicle ;https://ev-database.org/car/1631/9-Enyaq-Coupe-iV-RS
23;FORD;MUSTANG MACH-E ER RWD;620;62275;440;7.0;88.0;200;430;180;4;D;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1243/23-Mustang-Mach-E-ER-RWD
10;NISSAN;LEAF;6643;33340;235;7.9;39.0;166;230;144;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1656/10-Leaf
24;LUCID;AIR GRAND TOURING;0;150000;630;3.2;105.0;167;1390;270;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1316/24-Air-Grand-Touring
25;JAGUAR;I-PACE EV400;10100;83077;380;4.8;84.7;223;360;200;5;E;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1287/25-I-Pace-EV400
26;CUPRA;BORN 170 KW - 77 KWH;594;45000;450;7.0;77.0;171;570;160;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1518/26-Born-170-kW---77-kWh
26;CUPRA;BORN 150 KW - 58 KWH;594;38990;350;7.3;58.0;166;490;160;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1516/26-Born-150-kW---58-kWh
14;AUDI;Q4 E-TRON 35;1352;49350;285;9.0;52.0;182;360;160;3;C;5;0;Battery Electric Vehicle ;https://ev-database.org/car/1179/14-Q4-e-tron-35
27;SERES;3;0;37995;270;8.9;52.0;193;390;155;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1357/27-3
28;LEXUS;UX 300E;149;44995;235;7.5;45.0;191;150;160;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1251/28-UX-300e
29;PORSCHE;TAYCAN TURBO S;636;191700;400;2.8;83.7;209;880;260;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1116/29-Taycan-Turbo-S
24;LUCID;AIR PURE;0;85000;540;4.2;85.0;157;1410;200;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1318/24-Air-Pure
23;FORD;MUSTANG MACH-E ER AWD;620;70840;420;5.8;88.0;210;410;180;4;D;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1245/23-Mustang-Mach-E-ER-AWD
30;CITROEN;E-C4;2563;34490;265;9.7;45.0;170;420;150;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1587/30-e-C4
11;RENAULT;TWINGO ELECTRIC;11003;21270;130;12.6;21.3;164;420;135;1;A;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1270/11-Twingo-Electric
9;SKODA;ENYAQ COUPE IV 80;1043;52000;455;8.7;77.0;169;630;160;2;B;5;1000;Battery Electric Vehicle ;https://ev-database.org/car/1629/9-Enyaq-Coupe-iV-80
22;OPEL;MOKKA-E;2141;35649;255;9.2;45.0;176;410;150;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1586/22-Mokka-e
11;RENAULT;ZOE ZE50 R135;11003;35790;310;9.5;52.0;168;230;140;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1205/11-Zoe-ZE50-R135
19;VOLVO;XC40 RECHARGE TWIN PURE ELECTRIC;459;54995;340;4.9;75.0;221;440;180;3;C;5;1800;Battery Electric Vehicle ;https://ev-database.org/car/1593/19-XC40-Recharge-Twin-Pure-Electric
4;BMW;IX M60;3393;134839;485;3.8;105.2;217;590;250;5;E;5;2500;Battery Electric Vehicle ;https://ev-database.org/car/1590/4-iX-M60
14;AUDI;Q4 SPORTBACK E-TRON 40;1352;56210;425;8.5;76.6;180;540;160;3;C;5;1000;Battery Electric Vehicle ;https://ev-database.org/car/1528/14-Q4-Sportback-e-tron-40
8;POLESTAR;2 STANDARD RANGE SINGLE MOTOR;0;46900;385;7.4;67.0;174;490;160;4;D;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1654/8-2-Standard-Range-Single-Motor
3;TESLA;MODEL 3 PERFORMANCE;9144;66995;460;3.3;75.0;163;640;261;4;D;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1620/3-Model-3-Performance
9;SKODA;ENYAQ IV 50;1043;34600;295;11.3;52.0;176;240;160;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1187/9-Enyaq-iV-50
21;TOYOTA;BZ4X AWD;342;60000;375;7.7;71.4;190;490;160;4;D;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1565/21-bZ4X-AWD
3;TESLA;MODEL X LONG RANGE;9144;125000;490;3.9;95.0;194;680;250;6;F;7;2250;Battery Electric Vehicle ;https://ev-database.org/car/1407/3-Model-X-Long-Range
31;MINI;COOPER SE;2053;34990;185;7.3;28.9;156;260;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1409/31-Cooper-SE
23;FORD;MUSTANG MACH-E SR RWD;620;54125;345;6.9;68.0;197;380;180;4;D;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1242/23-Mustang-Mach-E-SR-RWD
11;RENAULT;ZOE ZE40 R110;11003;29990;255;11.4;41.0;161;230;135;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1236/11-Zoe-ZE40-R110
9;SKODA;ENYAQ IV 80X;1043;52690;400;6.9;77.0;193;500;160;3;C;5;1200;Battery Electric Vehicle ;https://ev-database.org/car/1281/9-Enyaq-iV-80x
14;AUDI;Q4 E-TRON 50 QUATTRO;1352;66110;385;6.2;76.6;199;490;180;3;C;5;1200;Battery Electric Vehicle ;https://ev-database.org/car/1491/14-Q4-e-tron-50-quattro
6;KIA;EV6 STANDARD RANGE 2WD;5185;45195;305;8.5;54.0;177;750;185;3;C;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1480/6-EV6-Standard-Range-2WD
11;RENAULT;MEGANE E-TECH EV60 130HP;11003;40990;365;10.5;60.0;164;520;150;3;C;5;500;Battery Electric Vehicle ;https://ev-database.org/car/1588/11-Megane-E-Tech-EV60-130hp
3;TESLA;MODEL X PLAID;9144;160000;465;2.6;95.0;204;650;262;6;F;7;2250;Battery Electric Vehicle ;https://ev-database.org/car/1408/3-Model-X-Plaid
7;MERCEDES;EQS A38 53 4MATIC+;2647;17201;565;3.4;107.8;191;740;250;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1537/7-EQS-A38-53-4MATICplus
11;RENAULT;MEGANE E-TECH EV40 130HP;11003;35390;250;10.0;40.0;160;360;150;3;C;5;500;Battery Electric Vehicle ;https://ev-database.org/car/1536/11-Megane-E-Tech-EV40-130hp
32;SMART;EQ FORFOUR;6277;191200;95;12.7;16.7;176;230;130;1;A;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1232/32-EQ-forfour
7;MERCEDES;EQV 300 LONG;2647;75813;305;12.1;90.0;295;310;160;7;N;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1240/7-EQV-300-Long
14;AUDI;E-TRON GT QUATTRO;1352;106390;420;4.1;85.0;202;1030;245;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1420/14-e-tron-GT-quattro
19;VOLVO;C40 RECHARGE PURE ELECTRIC;459;46495;325;7.4;67.0;206;410;160;3;C;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1655/19-C40-Recharge-Pure-Electric
7;MERCEDES;EQB 300 4MATIC;2647;64031;330;8.0;66.5;202;470;160;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1559/7-EQB-300-4MATIC
6;KIA;E-SOUL 64 KWH;5185;37700;370;7.9;64.0;173;350;167;2;B;5;300;Battery Electric Vehicle ;https://ev-database.org/car/1288/6-e-Soul-64-kWh
4;BMW;I3S 120 AH;3393;43634;230;6.9;37.9;165;260;160;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1149/4-i3s-120-Ah
17;FIAT;500E CABRIO;1960;33900;230;9.0;37.3;162;380;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1275/17-500e-Cabrio
17;FIAT;500E HATCHBACK 24 KWH;1960;24900;135;9.5;21.3;158;230;135;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1327/17-500e-Hatchback-24-kWh
14;AUDI;E-TRON 55 QUATTRO;1352;66400;365;5.7;86.5;237;590;200;5;E;5;1800;Battery Electric Vehicle ;https://ev-database.org/car/1355/14-e-tron-55-quattro
29;PORSCHE;TAYCAN 4S;636;110600;395;4.0;71.0;180;790;250;6;F;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1237/29-Taycan-4S
7;MERCEDES;EQS 350;2647;91303;545;6.6;90.6;166;690;210;6;F;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1562/7-EQS-350
7;MERCEDES;EQE A38 43 4MATIC;2647;10500;485;4.2;90.6;187;610;210;5;E;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1652/7-EQE-A38-43-4MATIC
7;MERCEDES;EQA 350 4MATIC;2647;63184;350;6.0;66.5;190;500;160;3;C;5;1800;Battery Electric Vehicle ;https://ev-database.org/car/1496/7-EQA-350-4MATIC
17;FIAT;500E 3+1;1960;32900;235;9.0;37.3;159;390;150;2;B;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1328/17-500e-3plus1
33;SONO;SION;0;29000;260;9.0;47.0;181;310;140;3;C;5;750;Battery Electric Vehicle ;https://ev-database.org/car/1152/33-Sion
6;KIA;E-NIRO 39 KWH;5185;35995;235;9.8;39.2;167;230;155;3;C;4;1134;Battery Electric Vehicle ;https://ev-database.org/car/1339/6-e-Niro-39-kWh
10;NISSAN;ARIYA 63KWH;6643;47390;335;7.5;63.0;188;450;160;3;C;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1301/10-Ariya-63kWh
14;AUDI;Q4 SPORTBACK E-TRON 50 QUATTRO;1352;68160;400;6.2;76.6;192;500;180;3;C;5;1200;Battery Electric Vehicle ;https://ev-database.org/car/1492/14-Q4-Sportback-e-tron-50-quattro
10;NISSAN;ARIYA E-4ORCE 87KWH;6643;61390;420;5.7;87.0;207;500;200;3;C;5;1500;Battery Electric Vehicle ;https://ev-database.org/car/1304/10-Ariya-e-4ORCE-87kWh
7;MERCEDES;EQA 300 4MATIC;2647;60764;350;7.7;66.5;190;500;160;3;C;5;1800;Battery Electric Vehicle ;https://ev-database.org/car/1495/7-EQA-300-4MATIC
