Marca;Marca_url;Modelo;Modelo_url;Ventas;Year
CUPRA;https://eu-evs.com/brandCharts/CUPRA/ES;BORN;https://eu-evs.com/modelCharts/CUPRA/BORN/ES;5;2020
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;OTHER;https://eu-evs.com/modelCharts/CITROEN/OTHER/ES;1;2020
BMW;https://eu-evs.com/brandCharts/BMW/ES;I8;https://eu-evs.com/modelCharts/BMW/I8/ES;1;2020
SEAT;https://eu-evs.com/brandCharts/SEAT/ES;GOLF;https://eu-evs.com/modelCharts/SEAT/GOLF/ES;1;2020
BMW;https://eu-evs.com/brandCharts/BMW/ES;I1;https://eu-evs.com/modelCharts/BMW/I1/ES;1;2020
TESLA;https://eu-evs.com/brandCharts/TESLA/ES;MODEL 3;https://eu-evs.com/modelCharts/TESLA/MODEL%203/ES;2847;2021
KIA;https://eu-evs.com/brandCharts/KIA/ES;NIRO;https://eu-evs.com/modelCharts/KIA/NIRO/ES;1717;2021
RENAULT;https://eu-evs.com/brandCharts/RENAULT/ES;ZOE;https://eu-evs.com/modelCharts/RENAULT/ZOE/ES;1391;2021
DACIA;https://eu-evs.com/brandCharts/DACIA/ES;SPRING;https://eu-evs.com/modelCharts/DACIA/SPRING/ES;1056;2021
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-208;https://eu-evs.com/modelCharts/PEUGEOT/E-208/ES;1025;2021
FIAT;https://eu-evs.com/brandCharts/FIAT/ES;500E;https://eu-evs.com/modelCharts/FIAT/500E/ES;1003;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;ID.4;https://eu-evs.com/modelCharts/VOLKSWAGEN/ID.4/ES;995;2021
HYUNDAI;https://eu-evs.com/brandCharts/HYUNDAI/ES;KONA;https://eu-evs.com/modelCharts/HYUNDAI/KONA/ES;934;2021
RENAULT;https://eu-evs.com/brandCharts/RENAULT/ES;KANGOO;https://eu-evs.com/modelCharts/RENAULT/KANGOO/ES;926;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;ID.3;https://eu-evs.com/modelCharts/VOLKSWAGEN/ID.3/ES;910;2021
MINI;https://eu-evs.com/brandCharts/MINI/ES;COOPER;https://eu-evs.com/modelCharts/MINI/COOPER/ES;822;2021
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-2008;https://eu-evs.com/modelCharts/PEUGEOT/E-2008/ES;815;2021
SMART;https://eu-evs.com/brandCharts/SMART/ES;FORTWO;https://eu-evs.com/modelCharts/SMART/FORTWO/ES;761;2021
NISSAN;https://eu-evs.com/brandCharts/NISSAN/ES;LEAF;https://eu-evs.com/modelCharts/NISSAN/LEAF/ES;673;2021
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQA;https://eu-evs.com/modelCharts/MERCEDES/EQA/ES;664;2021
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;E-C4;https://eu-evs.com/modelCharts/CITROEN/E-C4/ES;619;2021
SKODA;https://eu-evs.com/brandCharts/SKODA/ES;ENYAQ;https://eu-evs.com/modelCharts/SKODA/ENYAQ/ES;532;2021
SEAT;https://eu-evs.com/brandCharts/SEAT/ES;MII;https://eu-evs.com/modelCharts/SEAT/MII/ES;526;2021
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;CORSA-E;https://eu-evs.com/modelCharts/OPEL/CORSA-E/ES;481;2021
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;MOKKA-E;https://eu-evs.com/modelCharts/OPEL/MOKKA-E/ES;468;2021
HYUNDAI;https://eu-evs.com/brandCharts/HYUNDAI/ES;IONIQ 5;https://eu-evs.com/modelCharts/HYUNDAI/IONIQ%205/ES;429;2021
RENAULT;https://eu-evs.com/brandCharts/RENAULT/ES;TWINGO;https://eu-evs.com/modelCharts/RENAULT/TWINGO/ES;409;2021
FORD;https://eu-evs.com/brandCharts/FORD/ES;MUSTANG MACH-E;https://eu-evs.com/modelCharts/FORD/MUSTANG%20MACH-E/ES;353;2021
NISSAN;https://eu-evs.com/brandCharts/NISSAN/ES;E-NV200;https://eu-evs.com/modelCharts/NISSAN/E-NV200/ES;344;2021
BMW;https://eu-evs.com/brandCharts/BMW/ES;I3;https://eu-evs.com/modelCharts/BMW/I3/ES;341;2021
CUPRA;https://eu-evs.com/brandCharts/CUPRA/ES;BORN;https://eu-evs.com/modelCharts/CUPRA/BORN/ES;335;2021
TESLA;https://eu-evs.com/brandCharts/TESLA/ES;MODEL Y;https://eu-evs.com/modelCharts/TESLA/MODEL%20Y/ES;333;2021
PORSCHE;https://eu-evs.com/brandCharts/PORSCHE/ES;TAYCAN;https://eu-evs.com/modelCharts/PORSCHE/TAYCAN/ES;314;2021
SMART;https://eu-evs.com/brandCharts/SMART/ES;FORFOUR;https://eu-evs.com/modelCharts/SMART/FORFOUR/ES;305;2021
KIA;https://eu-evs.com/brandCharts/KIA/ES;EV6;https://eu-evs.com/modelCharts/KIA/EV6/ES;279;2021
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EVITO;https://eu-evs.com/modelCharts/MERCEDES/EVITO/ES;269;2021
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;Q4 E-TRON;https://eu-evs.com/modelCharts/AUDI/Q4%20E-TRON/ES;251;2021
TOYOTA;https://eu-evs.com/brandCharts/TOYOTA/ES;PROACE;https://eu-evs.com/modelCharts/TOYOTA/PROACE/ES;209;2021
MG;https://eu-evs.com/brandCharts/MG/ES;ZS;https://eu-evs.com/modelCharts/MG/ZS/ES;160;2021
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;E-BERLINGO;https://eu-evs.com/modelCharts/CITROEN/E-BERLINGO/ES;156;2021
HYUNDAI;https://eu-evs.com/brandCharts/HYUNDAI/ES;IONIQ;https://eu-evs.com/modelCharts/HYUNDAI/IONIQ/ES;153;2021
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-EXPERT;https://eu-evs.com/modelCharts/PEUGEOT/E-EXPERT/ES;141;2021
BMW;https://eu-evs.com/brandCharts/BMW/ES;IX3;https://eu-evs.com/modelCharts/BMW/IX3/ES;133;2021
KIA;https://eu-evs.com/brandCharts/KIA/ES;SOUL;https://eu-evs.com/modelCharts/KIA/SOUL/ES;128;2021
VOLVO;https://eu-evs.com/brandCharts/VOLVO/ES;XC40;https://eu-evs.com/modelCharts/VOLVO/XC40/ES;120;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;UP!;https://eu-evs.com/modelCharts/VOLKSWAGEN/UP!/ES;116;2021
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;Q4 E-TRON SPORTBACK;https://eu-evs.com/modelCharts/AUDI/Q4%20E-TRON%20SPORTBACK/ES;103;2021
MAZDA;https://eu-evs.com/brandCharts/MAZDA/ES;MX-30;https://eu-evs.com/modelCharts/MAZDA/MX-30/ES;103;2021
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQC;https://eu-evs.com/modelCharts/MERCEDES/EQC/ES;92;2021
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;JUMPY;https://eu-evs.com/modelCharts/CITROEN/JUMPY/ES;91;2021
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;E-TRON SPORTBACK;https://eu-evs.com/modelCharts/AUDI/E-TRON%20SPORTBACK/ES;86;2021
LEXUS;https://eu-evs.com/brandCharts/LEXUS/ES;UX 300E;https://eu-evs.com/modelCharts/LEXUS/UX%20300E/ES;86;2021
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQV;https://eu-evs.com/modelCharts/MERCEDES/EQV/ES;84;2021
BMW;https://eu-evs.com/brandCharts/BMW/ES;IX;https://eu-evs.com/modelCharts/BMW/IX/ES;81;2021
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-RIFTER;https://eu-evs.com/modelCharts/PEUGEOT/E-RIFTER/ES;78;2021
DS;https://eu-evs.com/brandCharts/DS/ES;3 CROSSBACK;https://eu-evs.com/modelCharts/DS/3%20CROSSBACK/ES;78;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;GOLF;https://eu-evs.com/modelCharts/VOLKSWAGEN/GOLF/ES;77;2021
HONDA;https://eu-evs.com/brandCharts/HONDA/ES;E;https://eu-evs.com/modelCharts/HONDA/E/ES;74;2021
JAGUAR;https://eu-evs.com/brandCharts/JAGUAR/ES;I-PACE;https://eu-evs.com/modelCharts/JAGUAR/I-PACE/ES;68;2021
MAXUS;https://eu-evs.com/brandCharts/MAXUS/ES;E-DELIVER;https://eu-evs.com/modelCharts/MAXUS/E-DELIVER/ES;64;2021
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;COMBO-E;https://eu-evs.com/modelCharts/OPEL/COMBO-E/ES;57;2021
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;E-TRON;https://eu-evs.com/modelCharts/AUDI/E-TRON/ES;50;2021
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;E-TRON GT;https://eu-evs.com/modelCharts/AUDI/E-TRON%20GT/ES;46;2021
SKODA;https://eu-evs.com/brandCharts/SKODA/ES;CITIGO;https://eu-evs.com/modelCharts/SKODA/CITIGO/ES;39;2021
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;E-SPACETOURER;https://eu-evs.com/modelCharts/CITROEN/E-SPACETOURER/ES;39;2021
FIAT;https://eu-evs.com/brandCharts/FIAT/ES;DUCATO;https://eu-evs.com/modelCharts/FIAT/DUCATO/ES;37;2021
VOLVO;https://eu-evs.com/brandCharts/VOLVO/ES;C40;https://eu-evs.com/modelCharts/VOLVO/C40/ES;34;2021
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-TRAVELLER;https://eu-evs.com/modelCharts/PEUGEOT/E-TRAVELLER/ES;34;2021
DFSK;https://eu-evs.com/brandCharts/DFSK/ES;SERES 3;https://eu-evs.com/modelCharts/DFSK/SERES%203/ES;31;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;TRANSPORTER;https://eu-evs.com/modelCharts/VOLKSWAGEN/TRANSPORTER/ES;29;2021
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;VIVARO-E;https://eu-evs.com/modelCharts/OPEL/VIVARO-E/ES;28;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;CADDY;https://eu-evs.com/modelCharts/VOLKSWAGEN/CADDY/ES;25;2021
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;SPRINTER;https://eu-evs.com/modelCharts/MERCEDES/SPRINTER/ES;24;2021
RENAULT;https://eu-evs.com/brandCharts/RENAULT/ES;MASTER;https://eu-evs.com/modelCharts/RENAULT/MASTER/ES;21;2021
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;VIVARO-ZAFIRA LIFE;https://eu-evs.com/modelCharts/OPEL/VIVARO-ZAFIRA%20LIFE/ES;19;2021
MG;https://eu-evs.com/brandCharts/MG/ES;MARVEL R;https://eu-evs.com/modelCharts/MG/MARVEL%20R/ES;16;2021
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQS;https://eu-evs.com/modelCharts/MERCEDES/EQS/ES;14;2021
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQB;https://eu-evs.com/modelCharts/MERCEDES/EQB/ES;12;2021
ZHIDOU;https://eu-evs.com/brandCharts/ZHIDOU/ES;ZHIDOU;https://eu-evs.com/modelCharts/ZHIDOU/ZHIDOU/ES;12;2021
TESLA;https://eu-evs.com/brandCharts/TESLA/ES;MODEL X;https://eu-evs.com/modelCharts/TESLA/MODEL%20X/ES;11;2021
ABT;https://eu-evs.com/brandCharts/ABT/ES;ABT E-CADDY;https://eu-evs.com/modelCharts/ABT/ABT%20E-CADDY/ES;9;2021
TESLA;https://eu-evs.com/brandCharts/TESLA/ES;MODEL S;https://eu-evs.com/modelCharts/TESLA/MODEL%20S/ES;9;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;CRAFTER;https://eu-evs.com/modelCharts/VOLKSWAGEN/CRAFTER/ES;8;2021
ERKE;https://eu-evs.com/brandCharts/ERKE/ES;NISSAN E-NV200;https://eu-evs.com/modelCharts/ERKE/NISSAN%20E-NV200/ES;6;2021
IGH IND GONZLEZ HNOS SA;https://eu-evs.com/brandCharts/IGH%20IND%20GONZLEZ%20HNOS%20SA/ES;PORTER ELECTRIC;https://eu-evs.com/modelCharts/IGH%20IND%20GONZLEZ%20HNOS%20SA/PORTER%20ELECTRIC/ES;5;2021
MAN;https://eu-evs.com/brandCharts/MAN/ES;TGE;https://eu-evs.com/modelCharts/MAN/TGE/ES;5;2021
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-PARTNER;https://eu-evs.com/modelCharts/PEUGEOT/E-PARTNER/ES;4;2021
ERKE;https://eu-evs.com/brandCharts/ERKE/ES;KANGOO EXPRESS Z.E.;https://eu-evs.com/modelCharts/ERKE/KANGOO%20EXPRESS%20Z.E./ES;4;2021
DFSK;https://eu-evs.com/brandCharts/DFSK/ES;DFSK EC35;https://eu-evs.com/modelCharts/DFSK/DFSK%20EC35/ES;4;2021
ELECTRA JACETANA;https://eu-evs.com/brandCharts/ELECTRA%20JACETANA/ES;XEV;https://eu-evs.com/modelCharts/ELECTRA%20JACETANA/XEV/ES;3;2021
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;ZAFIRA-E;https://eu-evs.com/modelCharts/OPEL/ZAFIRA-E/ES;3;2021
ABT;https://eu-evs.com/brandCharts/ABT/ES;ABT E-TRANSPORTER 6.1;https://eu-evs.com/modelCharts/ABT/ABT%20E-TRANSPORTER%206.1/ES;3;2021
ERKE;https://eu-evs.com/brandCharts/ERKE/ES;KANGOO EXPRESS Z.E. E;https://eu-evs.com/modelCharts/ERKE/KANGOO%20EXPRESS%20Z.E.%20E/ES;2;2021
GREEN TOUR;https://eu-evs.com/brandCharts/GREEN%20TOUR/ES;EV4;https://eu-evs.com/modelCharts/GREEN%20TOUR/EV4/ES;2;2021
ELECTRA JACETANA;https://eu-evs.com/brandCharts/ELECTRA%20JACETANA/ES;IEV7S, E-S2, E-S2, XEV;https://eu-evs.com/modelCharts/ELECTRA%20JACETANA/IEV7S,%20E-S2,%20E-S2,%20XEV/ES;2;2021
ELECTRA JACETANA;https://eu-evs.com/brandCharts/ELECTRA%20JACETANA/ES;IEV7S E-S2 E-S2;https://eu-evs.com/modelCharts/ELECTRA%20JACETANA/IEV7S%20E-S2%20E-S2/ES;2;2021
INDUSAUTO;https://eu-evs.com/brandCharts/INDUSAUTO/ES;NISSAN LEAF 62KWH UNNO;https://eu-evs.com/modelCharts/INDUSAUTO/NISSAN%20LEAF%2062KWH%20UNNO/ES;1;2021
ELECTRA JACETANA;https://eu-evs.com/brandCharts/ELECTRA%20JACETANA/ES;IEV7S;https://eu-evs.com/modelCharts/ELECTRA%20JACETANA/IEV7S/ES;1;2021
MAXUS;https://eu-evs.com/brandCharts/MAXUS/ES;EUNIQ;https://eu-evs.com/modelCharts/MAXUS/EUNIQ/ES;1;2021
ERKE;https://eu-evs.com/brandCharts/ERKE/ES;KANGOO EXPRESS ZE ERKE;https://eu-evs.com/modelCharts/ERKE/KANGOO%20EXPRESS%20ZE%20ERKE/ES;1;2021
ZAGO AUTOMOTIVE;https://eu-evs.com/brandCharts/ZAGO%20AUTOMOTIVE/ES;CRAFTER;https://eu-evs.com/modelCharts/ZAGO%20AUTOMOTIVE/CRAFTER/ES;1;2021
MITSUBISHI;https://eu-evs.com/brandCharts/MITSUBISHI/ES;MITSUBISHI;https://eu-evs.com/modelCharts/MITSUBISHI/MITSUBISHI/ES;1;2021
TOYOTA;https://eu-evs.com/brandCharts/TOYOTA/ES;AURIS;https://eu-evs.com/modelCharts/TOYOTA/AURIS/ES;1;2021
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;A5 SPORTBACK;https://eu-evs.com/modelCharts/AUDI/A5%20SPORTBACK/ES;1;2021
SSANGYONG;https://eu-evs.com/brandCharts/SSANGYONG/ES;KORANDO E-MOTION;https://eu-evs.com/modelCharts/SSANGYONG/KORANDO%20E-MOTION/ES;1;2021
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;A3;https://eu-evs.com/modelCharts/AUDI/A3/ES;1;2021
VEBLINTER;https://eu-evs.com/brandCharts/VEBLINTER/ES;ZOE VEBLINTER;https://eu-evs.com/modelCharts/VEBLINTER/ZOE%20VEBLINTER/ES;1;2021
GOUPIL;https://eu-evs.com/brandCharts/GOUPIL/ES;G4;https://eu-evs.com/modelCharts/GOUPIL/G4/ES;1;2021
AIWAYS;https://eu-evs.com/brandCharts/AIWAYS/ES;U5;https://eu-evs.com/modelCharts/AIWAYS/U5/ES;1;2021
FENIKS;https://eu-evs.com/brandCharts/FENIKS/ES;MASTER Z.E.;https://eu-evs.com/modelCharts/FENIKS/MASTER%20Z.E./ES;1;2021
BMW;https://eu-evs.com/brandCharts/BMW/ES;I4;https://eu-evs.com/modelCharts/BMW/I4/ES;1;2021
PIAGGIO;https://eu-evs.com/brandCharts/PIAGGIO/ES;PORTER;https://eu-evs.com/modelCharts/PIAGGIO/PORTER/ES;1;2021
ERKE;https://eu-evs.com/brandCharts/ERKE/ES;KANGOO EXPRESS Z.E ER;https://eu-evs.com/modelCharts/ERKE/KANGOO%20EXPRESS%20Z.E%20ER/ES;1;2021
TRPC;https://eu-evs.com/brandCharts/TRPC/ES;NISSAN E-NV200;https://eu-evs.com/modelCharts/TRPC/NISSAN%20E-NV200/ES;1;2021
JAC;https://eu-evs.com/brandCharts/JAC/ES;XEV;https://eu-evs.com/modelCharts/JAC/XEV/ES;1;2021
ELECTRA JACETANA;https://eu-evs.com/brandCharts/ELECTRA%20JACETANA/ES;IEV7S E S2 ES2;https://eu-evs.com/modelCharts/ELECTRA%20JACETANA/IEV7S%20E%20S2%20ES2/ES;1;2021
MAXUS;https://eu-evs.com/brandCharts/MAXUS/ES;EV80;https://eu-evs.com/modelCharts/MAXUS/EV80/ES;1;2021
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;E-LINE;https://eu-evs.com/modelCharts/VOLKSWAGEN/E-LINE/ES;1;2021
EP;https://eu-evs.com/brandCharts/EP/ES;EFL302;https://eu-evs.com/modelCharts/EP/EFL302/ES;1;2021
NISSAN;https://eu-evs.com/brandCharts/NISSAN/ES;ARIYA;https://eu-evs.com/modelCharts/NISSAN/ARIYA/ES;1;2021
FIAT;https://eu-evs.com/brandCharts/FIAT/ES;FIAT;https://eu-evs.com/modelCharts/FIAT/FIAT/ES;1;2021
TESLA;https://eu-evs.com/brandCharts/TESLA/ES;MODEL 3;https://eu-evs.com/modelCharts/TESLA/MODEL%203/ES;1245;2022
KIA;https://eu-evs.com/brandCharts/KIA/ES;NIRO;https://eu-evs.com/modelCharts/KIA/NIRO/ES;998;2022
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;E-C4;https://eu-evs.com/modelCharts/CITROEN/E-C4/ES;680;2022
FIAT;https://eu-evs.com/brandCharts/FIAT/ES;500E;https://eu-evs.com/modelCharts/FIAT/500E/ES;675;2022
HYUNDAI;https://eu-evs.com/brandCharts/HYUNDAI/ES;IONIQ 5;https://eu-evs.com/modelCharts/HYUNDAI/IONIQ%205/ES;539;2022
KIA;https://eu-evs.com/brandCharts/KIA/ES;EV6;https://eu-evs.com/modelCharts/KIA/EV6/ES;522;2022
MINI;https://eu-evs.com/brandCharts/MINI/ES;COOPER;https://eu-evs.com/modelCharts/MINI/COOPER/ES;510;2022
TESLA;https://eu-evs.com/brandCharts/TESLA/ES;MODEL Y;https://eu-evs.com/modelCharts/TESLA/MODEL%20Y/ES;485;2022
HYUNDAI;https://eu-evs.com/brandCharts/HYUNDAI/ES;KONA;https://eu-evs.com/modelCharts/HYUNDAI/KONA/ES;439;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQA;https://eu-evs.com/modelCharts/MERCEDES/EQA/ES;394;2022
RENAULT;https://eu-evs.com/brandCharts/RENAULT/ES;KANGOO;https://eu-evs.com/modelCharts/RENAULT/KANGOO/ES;373;2022
SMART;https://eu-evs.com/brandCharts/SMART/ES;FORTWO;https://eu-evs.com/modelCharts/SMART/FORTWO/ES;326;2022
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-2008;https://eu-evs.com/modelCharts/PEUGEOT/E-2008/ES;323;2022
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-208;https://eu-evs.com/modelCharts/PEUGEOT/E-208/ES;315;2022
RENAULT;https://eu-evs.com/brandCharts/RENAULT/ES;ZOE;https://eu-evs.com/modelCharts/RENAULT/ZOE/ES;280;2022
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;ID.4;https://eu-evs.com/modelCharts/VOLKSWAGEN/ID.4/ES;268;2022
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;CORSA-E;https://eu-evs.com/modelCharts/OPEL/CORSA-E/ES;257;2022
FORD;https://eu-evs.com/brandCharts/FORD/ES;MUSTANG MACH-E;https://eu-evs.com/modelCharts/FORD/MUSTANG%20MACH-E/ES;254;2022
CUPRA;https://eu-evs.com/brandCharts/CUPRA/ES;BORN;https://eu-evs.com/modelCharts/CUPRA/BORN/ES;254;2022
DACIA;https://eu-evs.com/brandCharts/DACIA/ES;SPRING;https://eu-evs.com/modelCharts/DACIA/SPRING/ES;240;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQB;https://eu-evs.com/modelCharts/MERCEDES/EQB/ES;227;2022
SKODA;https://eu-evs.com/brandCharts/SKODA/ES;ENYAQ;https://eu-evs.com/modelCharts/SKODA/ENYAQ/ES;210;2022
RENAULT;https://eu-evs.com/brandCharts/RENAULT/ES;TWINGO;https://eu-evs.com/modelCharts/RENAULT/TWINGO/ES;201;2022
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;MOKKA-E;https://eu-evs.com/modelCharts/OPEL/MOKKA-E/ES;199;2022
NISSAN;https://eu-evs.com/brandCharts/NISSAN/ES;LEAF;https://eu-evs.com/modelCharts/NISSAN/LEAF/ES;193;2022
VOLVO;https://eu-evs.com/brandCharts/VOLVO/ES;XC40;https://eu-evs.com/modelCharts/VOLVO/XC40/ES;190;2022
VOLKSWAGEN;https://eu-evs.com/brandCharts/VOLKSWAGEN/ES;ID.3;https://eu-evs.com/modelCharts/VOLKSWAGEN/ID.3/ES;187;2022
BMW;https://eu-evs.com/brandCharts/BMW/ES;I3;https://eu-evs.com/modelCharts/BMW/I3/ES;180;2022
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;COMBO-E;https://eu-evs.com/modelCharts/OPEL/COMBO-E/ES;157;2022
BMW;https://eu-evs.com/brandCharts/BMW/ES;IX;https://eu-evs.com/modelCharts/BMW/IX/ES;129;2022
PORSCHE;https://eu-evs.com/brandCharts/PORSCHE/ES;TAYCAN;https://eu-evs.com/modelCharts/PORSCHE/TAYCAN/ES;122;2022
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-RIFTER;https://eu-evs.com/modelCharts/PEUGEOT/E-RIFTER/ES;121;2022
TOYOTA;https://eu-evs.com/brandCharts/TOYOTA/ES;PROACE;https://eu-evs.com/modelCharts/TOYOTA/PROACE/ES;120;2022
VOLVO;https://eu-evs.com/brandCharts/VOLVO/ES;C40;https://eu-evs.com/modelCharts/VOLVO/C40/ES;115;2022
BMW;https://eu-evs.com/brandCharts/BMW/ES;I4;https://eu-evs.com/modelCharts/BMW/I4/ES;114;2022
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;E-BERLINGO;https://eu-evs.com/modelCharts/CITROEN/E-BERLINGO/ES;114;2022
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;Q4 E-TRON SPORTBACK;https://eu-evs.com/modelCharts/AUDI/Q4%20E-TRON%20SPORTBACK/ES;114;2022
MG;https://eu-evs.com/brandCharts/MG/ES;ZS;https://eu-evs.com/modelCharts/MG/ZS/ES;111;2022
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;Q4 E-TRON;https://eu-evs.com/modelCharts/AUDI/Q4%20E-TRON/ES;104;2022
HYUNDAI;https://eu-evs.com/brandCharts/HYUNDAI/ES;IONIQ;https://eu-evs.com/modelCharts/HYUNDAI/IONIQ/ES;89;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQV;https://eu-evs.com/modelCharts/MERCEDES/EQV/ES;85;2022
SMART;https://eu-evs.com/brandCharts/SMART/ES;FORFOUR;https://eu-evs.com/modelCharts/SMART/FORFOUR/ES;77;2022
BMW;https://eu-evs.com/brandCharts/BMW/ES;IX3;https://eu-evs.com/modelCharts/BMW/IX3/ES;68;2022
LEXUS;https://eu-evs.com/brandCharts/LEXUS/ES;UX 300E;https://eu-evs.com/modelCharts/LEXUS/UX%20300E/ES;63;2022
MAXUS;https://eu-evs.com/brandCharts/MAXUS/ES;E-DELIVER;https://eu-evs.com/modelCharts/MAXUS/E-DELIVER/ES;63;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQE;https://eu-evs.com/modelCharts/MERCEDES/EQE/ES;61;2022
MG;https://eu-evs.com/brandCharts/MG/ES;MARVEL R;https://eu-evs.com/modelCharts/MG/MARVEL%20R/ES;56;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQC;https://eu-evs.com/modelCharts/MERCEDES/EQC/ES;56;2022
CITROEN;https://eu-evs.com/brandCharts/CITROEN/ES;JUMPY;https://eu-evs.com/modelCharts/CITROEN/JUMPY/ES;54;2022
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-PARTNER;https://eu-evs.com/modelCharts/PEUGEOT/E-PARTNER/ES;53;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EQS;https://eu-evs.com/modelCharts/MERCEDES/EQS/ES;49;2022
PEUGEOT;https://eu-evs.com/brandCharts/PEUGEOT/ES;E-EXPERT;https://eu-evs.com/modelCharts/PEUGEOT/E-EXPERT/ES;48;2022
MOBILIZE;https://eu-evs.com/brandCharts/MOBILIZE/ES;LIMO;https://eu-evs.com/modelCharts/MOBILIZE/LIMO/ES;40;2022
JAGUAR;https://eu-evs.com/brandCharts/JAGUAR/ES;I-PACE;https://eu-evs.com/modelCharts/JAGUAR/I-PACE/ES;35;2022
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;E-TRON SPORTBACK;https://eu-evs.com/modelCharts/AUDI/E-TRON%20SPORTBACK/ES;35;2022
NISSAN;https://eu-evs.com/brandCharts/NISSAN/ES;E-NV200;https://eu-evs.com/modelCharts/NISSAN/E-NV200/ES;33;2022
FIAT;https://eu-evs.com/brandCharts/FIAT/ES;DUCATO;https://eu-evs.com/modelCharts/FIAT/DUCATO/ES;30;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;EVITO;https://eu-evs.com/modelCharts/MERCEDES/EVITO/ES;29;2022
HONDA;https://eu-evs.com/brandCharts/HONDA/ES;E;https://eu-evs.com/modelCharts/HONDA/E/ES;27;2022
OPEL;https://eu-evs.com/brandCharts/OPEL/ES;VIVARO-E;https://eu-evs.com/modelCharts/OPEL/VIVARO-E/ES;26;2022
AUDI;https://eu-evs.com/brandCharts/AUDI/ES;E-TRON GT;https://eu-evs.com/modelCharts/AUDI/E-TRON%20GT/ES;26;2022
MERCEDES;https://eu-evs.com/brandCharts/MERCEDES/ES;SPRINTER;https://eu-evs.com/modelCharts/MERCEDES/SPRINTER/ES;24;2022
